City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
gat,0,SN,1554049800,50,14.69,-16.54,298.15,10.8
wagar,92,US,1554051203,86,31.44,-87.99,282.59,1.34
bud,75,NO,1554050783,69,62.91,6.91,275.15,8.2
kenmare,20,IE,1554049800,54,51.88,-9.58,285.15,1.5
rovnoye,0,RU,1554051361,85,50.78,46.06,279.363,4.06
kysyl-syr,0,RU,1554051361,65,63.9,122.77,260.063,1.06
isla mujeres,75,MX,1554051141,58,21.23,-86.73,302.15,8.2
damaturu,0,NG,1554051362,17,11.75,11.96,306.263,4.06
inhambane,0,MZ,1554048000,54,-23.87,35.38,300.15,3.76
saint-augustin,0,FR,1554051034,19,44.83,-0.61,294.15,5.1
taseyevo,32,RU,1554051363,87,57.22,94.9,273.313,2.76
talnakh,88,RU,1554051364,87,69.49,88.39,270.913,7.51
vysokogornyy,32,RU,1554051364,69,50.1,139.13,259.663,1.36
hit,0,IQ,1554051435,86,33.64,42.83,285.863,0.96
lagoa,75,PT,1554051431,77,37.14,-8.45,291.48,2.1
ubinskoye,8,RU,1554051436,90,55.31,79.68,271.763,6.46
staryy nadym,76,RU,1554051436,91,65.61,72.68,272.213,5.46
oxford,75,US,1554051414,57,33.61,-85.83,283.15,3.6
atar,0,MR,1554051437,33,20.52,-13.05,298.113,2.51
barra do garcas,20,BR,1554048000,52,-15.89,-52.26,307.15,2.71
guben,12,PL,1554051406,56,51.95,14.72,283.71,0.45
ixtapa,5,MX,1554051322,60,20.71,-105.21,298.15,2.1
daru,0,SL,1554051439,52,7.99,-10.85,307.063,1.81
walvis bay,0,NA,1554048126,68,-22.95,14.51,297.59,3.58
auki,0,NG,1554051440,20,12.18,6.51,305.513,2.71
luang prabang,0,LA,1554051440,84,19.89,102.14,292.163,0.76
wakkanai,0,JP,1554051441,100,45.41,141.67,273.013,6.11
musoma,20,TZ,1554051441,99,-1.5,33.81,294.863,0.41
labuhan,20,ID,1554051442,95,-2.54,115.51,295.763,0.41
perelyub,12,RU,1554051442,83,51.87,50.37,276.113,5.66
vao,0,EE,1554051442,85,59.1,26.19,272.963,5.91
xining,0,CN,1554051443,71,36.62,101.77,265.663,1.16
privas,0,FR,1554051305,28,44.74,4.6,293.15,1
pandoh,0,IN,1554051444,55,31.67,77.06,283.163,2.16
ahuimanu,1,US,1554051226,68,21.44,-157.84,295.15,1.46
george,40,NG,1554048000,66,6.63,3.35,306.15,3.1
kentau,88,KZ,1554051384,100,43.52,68.5,278.263,4.41
isangel,68,VU,1554051446,100,-19.55,169.27,299.113,5.01
pandan,0,PH,1554051446,99,11.72,122.09,299.863,8.16
koumac,20,NC,1554051447,98,-20.56,164.28,296.663,1.76
darab,8,IR,1554051447,83,28.75,54.55,281.113,0.91
albi,0,FR,1554048000,51,43.93,2.15,289.15,8.2
kirensk,24,RU,1554051448,72,57.78,108.12,266.413,1.86
bubaque,0,GW,1554051448,70,11.28,-15.83,306.113,2.96
carutapera,88,BR,1554051449,95,-1.2,-46.02,299.663,2.71
talcahuano,75,CL,1554048000,82,-36.72,-73.12,289.15,3.6
fairbanks,1,US,1554050795,100,64.84,-147.72,272.04,2.11
ponta do sol,0,BR,1554051450,55,-20.63,-46,301.413,2.01
mgandu,32,TZ,1554051450,86,-5.96,34.11,293.113,3.01
sur,0,OM,1554051451,79,22.57,59.53,299.513,0.96
horsham,8,AU,1554051451,91,-36.71,142.2,281.363,1.36
camacha,40,PT,1554049800,63,33.08,-16.33,292.15,5.7
key largo,40,US,1554051256,61,25.09,-80.45,301.48,2.6
saint anthony,1,US,1554051315,69,43.97,-111.68,279.26,1.96
alveringem,20,BE,1554051373,71,51.01,2.71,287.59,10.3
cayenne,32,GF,1554049800,58,4.94,-52.33,304.15,5.1
kastamonu,8,TR,1554051427,81,41.38,33.78,272.363,1.21
lazaro cardenas,5,MX,1554051313,37,28.39,-105.62,286.48,7.2
namioka,88,JP,1554051134,68,40.71,140.59,273.71,0.89
clonakilty,75,IE,1554049800,76,51.62,-8.87,283.15,5.7
hazorasp,0,UZ,1554049800,85,41.32,61.08,277.15,3.1
rabaul,80,PG,1554051456,100,-4.2,152.17,298.213,2.91
nome,1,US,1554051396,53,30.04,-94.42,284.26,7.7
perehonivka,0,UA,1554051205,38,49.98,30.49,288.15,3
serpukhov,0,RU,1554049800,79,54.92,37.42,284.15,4
arlit,8,NE,1554051303,21,18.74,7.39,304.613,1.51
vigrestad,40,NO,1554051020,52,58.57,5.7,278.15,6.2
grindavik,75,IS,1554049800,100,63.84,-22.43,276.15,8.7
victor harbor,75,AU,1554051374,63,-35.55,138.62,289.15,2.1
alice springs,0,AU,1554049800,37,-23.7,133.88,285.15,0.5
mehriz,75,IR,1554049800,40,31.58,54.44,294.15,2.1
yulara,0,AU,1554048000,29,-25.24,130.99,290.15,3.6
hellvik,20,NO,1554051423,60,59.92,5.78,277.59,4.6
lerwick,75,GB,1554049200,100,60.15,-1.15,280.15,8.2
curup,64,ID,1554051531,95,-3.47,102.53,294.613,0.31
constitucion,40,MX,1554051016,39,23.99,-104.67,293.71,1
phan thiet,8,VN,1554051532,94,10.93,108.1,300.013,4.76
hirara,88,JP,1554051533,100,24.8,125.28,293.713,8.96
corinto,24,BR,1554051533,48,-18.36,-44.46,303.463,1.96
tura,12,IN,1554051534,95,25.52,90.21,291.013,2.56
shenkursk,56,RU,1554051534,88,62.11,42.91,270.063,1.06
itoman,75,JP,1554051146,59,26.12,127.67,290.15,4.1
kingisepp,92,RU,1554051535,95,59.38,28.61,274.413,3.86
natal,75,BR,1554048000,88,-5.81,-35.21,300.15,2.1
anito,0,PH,1554051536,97,12.45,125.29,299.113,4.36
leningradskiy,0,RU,1554051537,61,69.38,178.42,254.013,2.51
alma,1,US,1554051301,60,40.1,-99.36,279.26,4.6
aksarka,0,RU,1554051537,75,66.56,67.8,266.813,5.61
vestmannaeyjar,90,IS,1554048000,93,63.44,-20.27,278.15,10.3
hami,48,CN,1554051538,60,42.84,93.51,280.113,0.91
banda aceh,8,ID,1554051538,98,5.56,95.32,296.763,1.21
belchatow,40,PL,1554051505,57,51.37,19.36,283.71,6.2
ust-koksa,48,RU,1554051539,87,50.27,85.62,268.813,1.16
coos bay,90,US,1554050774,100,43.37,-124.22,282.59,4.1
pospelikha,48,RU,1554051540,64,51.99,81.83,281.313,5.51
nalut,88,LY,1554051540,49,31.86,10.98,289.213,3.41
guerrero negro,0,MX,1554051541,35,27.97,-114.04,298.913,2.16
mehran,90,IR,1554048000,87,33.12,46.17,284.15,2.1
zhuhai,0,CN,1554048000,38,40.71,112.04,270.15,1
broome,40,GB,1554051504,65,52.47,1.45,283.15,5.7
dalby,0,AU,1554048000,93,-27.18,151.26,282.15,2.1
jumla,0,NP,1554051543,80,29.28,82.18,270.663,1.21
mbandaka,8,CD,1554051544,80,0.05,18.26,301.463,1.06
luderitz,0,NA,1554051544,75,-26.65,15.16,291.513,8.16
sisimiut,64,GL,1554051544,94,66.94,-53.67,265.013,1.66
portobelo,40,PA,1554051442,49,9.55,-79.65,306.48,2.1
emba,75,CY,1554050785,82,34.81,32.42,287.15,0.5
doha,0,QA,1554049800,57,25.29,51.53,299.15,12.3
broken hill,0,AU,1554048000,66,-31.97,141.45,285.15,0.5
pedernales,8,EC,1554051546,76,0.07,-80.05,302.713,2.71
sanandaj,90,IR,1554048000,87,35.31,47,282.15,2.1
lichinga,20,MZ,1554051547,93,-13.3,35.25,291.163,1.21
hearst,8,CA,1554051548,49,49.69,-83.67,268.113,2.91
mizdah,76,LY,1554051548,37,31.45,12.98,289.263,1.71
szalkszentmarton,0,HU,1554051361,25,46.98,19.01,293.15,5.1
pinotepa de don luis,0,MX,1554051549,51,16.43,-97.98,303.613,2.51
quchan,64,IR,1554051550,98,37.11,58.51,275.763,1.11
swellendam,32,ZA,1554048000,52,-34.02,20.44,293.15,11.3
banyo,8,CM,1554051551,63,6.75,11.81,298.163,1.31
panguna,88,PG,1554051551,89,-6.32,155.48,297.763,1.96
russell,0,AR,1554048000,39,-33.01,-68.8,302.15,5.1
the pas,75,CA,1554048000,58,53.82,-101.24,271.15,5.1
dong hoi,48,VN,1554051623,97,17.48,106.6,298.313,3.51
assiniboia,32,CA,1554051624,77,49.63,-105.99,274.363,3.11
bundaberg,0,AU,1554051617,82,-24.87,152.35,291.48,3.6
sayaxche,0,GT,1554051625,37,16.52,-90.17,305.463,1.76
mounana,40,GA,1554048000,74,-1.38,13.16,300.15,1
ancud,90,CL,1554048000,100,-41.87,-73.83,285.15,2.1
bonavista,8,CA,1554050793,86,48.65,-53.11,276.48,0.89
gavle,20,SE,1554051131,29,60.67,17.14,278.71,4.02
alta gracia,75,AR,1554048000,88,-31.66,-64.43,295.15,5.7
teya,75,MX,1554047280,48,21.05,-89.07,302.15,4.6
marawi,0,PH,1554050786,85,8,124.29,294.26,2.68
tsabong,56,BW,1554051628,16,-26.02,22.4,302.063,4.51
bhuj,0,IN,1554051628,48,23.25,69.67,299.313,4.96
mildura,92,AU,1554050778,67,-34.18,142.16,289.26,3.1
novaya igirma,64,RU,1554051629,86,57.14,103.93,270.013,2.06
margate,20,AU,1554051614,57,-43.03,147.26,283.15,2.1
newark,90,US,1554051441,71,40.74,-74.17,289.15,4.6
menongue,12,AO,1554051630,43,-14.66,17.68,297.413,1.21
felipe carrillo puerto,92,MX,1554051631,61,19.58,-88.05,301.513,2.96
kpalime,44,TG,1554051631,76,6.9,0.63,302.213,1.56
bowen,90,AU,1554051383,78,-20.01,148.25,298.71,4.1
fuerte olimpo,0,BR,1554051632,45,-21.04,-57.87,309.063,4.36
havelock,20,US,1554051480,53,34.88,-76.9,299.15,9.3
presidente medici,8,BR,1554051633,71,-11.18,-61.9,303.813,1.41
mold,40,GB,1554051621,50,53.17,-3.14,284.82,4.6
tazovskiy,64,RU,1554051634,90,67.47,78.7,272.763,9.66
acajutla,0,SV,1554051620,57,13.59,-89.83,304.013,2.51
sistranda,75,NO,1554051563,86,63.73,8.83,275.93,9.3
bulgan,64,MN,1554051635,63,48.81,103.53,268.863,1.51
sechura,0,PE,1554051501,67,-5.56,-80.82,300.463,4.31
