City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
katrineholm,24,SE,1554520400,92,59,16.21,275.37,2.52
te anau,0,NZ,1554520457,49,-45.41,167.72,285.117,1.52
tual,48,ID,1554520457,100,-5.67,132.75,301.767,1.12
taksimo,68,RU,1554520457,53,56.36,114.84,268.567,1.22
cradock,68,ZA,1554520458,90,-32.16,25.62,282.217,1.12
kikwit,0,CD,1554520458,93,-5.04,18.82,295.767,1.17
kavaratti,0,IN,1554520210,100,10.57,72.64,301.917,1.97
palmer,20,AU,1554520245,52,-34.85,139.16,294.82,5.1
plettenberg bay,0,ZA,1554520364,100,-34.05,23.37,289.317,5.27
skibbereen,75,IE,1554519600,100,51.55,-9.27,279.15,7.2
timizart,92,DZ,1554520461,94,36.8,4.25,281.067,1.62
langsa,0,ID,1554520210,95,4.47,97.97,299.517,1.02
husavik,0,CA,1554519930,92,50.56,-96.99,270.37,3.37
chieti,0,IT,1554520456,93,42.34,14.17,281.48,1.5
nelson bay,0,AU,1554520238,54,-32.72,152.14,302.59,6.7
soure,75,PT,1554520376,87,40.06,-8.63,283.15,4.6
sola,75,NO,1554520219,50,58.89,5.65,285.15,3.1
kamensk-uralskiy,8,RU,1554520463,73,56.42,61.93,272.267,3.42
port lincoln,8,AU,1554520464,89,-34.72,135.86,291.767,1.97
port hedland,0,AU,1554517800,18,-20.31,118.58,310.15,7.2
calabozo,8,VE,1554520524,39,8.92,-67.43,300.167,7.27
manggar,56,ID,1554520525,95,-2.88,108.27,301.967,2.07
mayo,90,CA,1554516000,48,63.59,-135.9,273.15,4.1
tunceli,75,TR,1554519000,87,39.11,39.55,282.15,1.5
nerchinskiy zavod,76,RU,1554520526,67,51.31,119.61,273.767,2.22
namatanai,32,PG,1554520527,100,-3.66,152.44,301.417,1.72
cap malheureux,75,MU,1554520441,83,-19.98,57.61,299.15,5.1
galveston,1,US,1554520524,100,40.58,-86.19,285.37,1.5
ketchikan,75,US,1554516180,81,55.34,-131.65,285.15,3.6
marshall,40,US,1554520505,100,39.39,-87.69,287.15,1.32
hammerfest,8,NO,1554519000,63,70.66,23.68,272.15,7.7
mukhen,88,RU,1554520529,58,48.19,136.14,275.417,2.12
pelym,0,RU,1554520263,67,61.01,62,270.767,2.32
hailun,76,CN,1554520530,76,47.46,126.97,279.917,3.82
immokalee,90,US,1554520525,94,26.42,-81.42,297.15,2.22
vardo,90,US,1554520331,100,39.62,-77.74,279.26,2.1
arman,88,RU,1554520531,68,59.7,150.17,275.567,3.97
chapais,90,CA,1554516000,84,49.78,-74.86,273.15,4.6
trofors,0,NO,1554519000,55,65.54,13.39,275.15,5.1
rochefort,0,FR,1554520510,93,45.94,-0.97,283.15,1.5
murwara,8,IN,1554520533,59,23.85,80.4,297.767,2.02
canton,75,US,1554520212,81,40.8,-81.38,284.26,1.5
qinzhou,92,CN,1554520534,99,21.96,108.62,296.067,1.92
gobabis,0,NA,1554520534,56,-22.45,18.97,283.867,2.42
tambovka,0,UA,1554520535,62,46.93,35.45,271.667,2.52
las tunas,20,CU,1554515400,69,20.96,-76.96,298.15,5.1
matamoros,90,US,1554520463,94,25.87,-97.51,297.59,4.6
soe,12,EE,1554520217,68,57.91,26.05,274.26,1
mbour,8,SN,1554517800,77,14.41,-16.97,292.15,9.8
tawang,0,BT,1554520537,34,27.59,91.87,283.167,0.62
the hammocks,40,US,1554520510,83,25.67,-80.44,298.15,2.6
riohacha,8,CO,1554520446,79,11.54,-72.91,300.017,6.57
virginia beach,90,US,1554520292,100,36.85,-75.98,287.59,1.5
botshabelo,88,ZA,1554516000,100,-29.23,26.73,281.15,1
flin flon,32,CA,1554520337,66,54.77,-101.88,268.267,1.32
cockburn town,88,TC,1554520540,99,21.46,-71.14,298.767,8.97
elat,56,CM,1554520541,96,2.91,11.16,294.567,0.97
nefteyugansk,0,RU,1554517800,68,61.09,72.61,270.15,7
cherskiy,0,RU,1554520541,71,68.75,161.3,266.267,1.22
victor harbor,20,AU,1554520492,52,-35.55,138.62,294.26,5.1
poum,75,MK,1554519600,70,41.28,20.71,282.15,2.6
tete,48,MZ,1554520543,84,-16.16,33.59,295.317,1.97
romny,0,UA,1554520543,68,50.74,33.49,270.367,1.22
wodonga,0,AU,1554520525,34,-36.12,146.89,300.15,4.6
olinda,75,EC,1554520520,74,-2.03,-79.75,301.15,1.5
twentynine palms,1,US,1554520504,36,34.14,-116.05,295.15,8.2
noumea,20,NC,1554517800,45,-22.28,166.46,301.15,6.2
mosquera,75,CO,1554516000,77,4.71,-74.23,289.15,4.1
ryotsu,40,JP,1554516000,47,38.08,138.43,286.15,8.2
khatanga,8,RU,1554520546,85,71.98,102.47,265.317,8.22
diadema,0,BR,1554519740,69,-23.68,-46.62,298.15,2.6
los llanos de aridane,40,ES,1554520205,59,28.66,-17.92,290.15,8.7
avera,1,US,1554520234,93,33.19,-82.53,292.15,2.6
bella union,24,CO,1554520548,77,8.5,-73.35,293.217,0.97
bulnes,0,CL,1554516000,76,-36.74,-72.3,285.15,1.42
bam,8,IR,1554520609,56,29.11,58.36,285.867,1.12
henties bay,8,NA,1554519727,93,-22.12,14.28,288.15,3.13
koulikoro,0,ML,1554517800,33,12.86,-7.56,304.15,2.6
nadvoitsy,0,RU,1554520610,76,63.89,34.27,266.917,1.07
faya,0,SA,1554516000,82,18.39,42.45,290.15,4.6
vondrozo,92,MG,1554520312,98,-22.82,47.32,293.767,1.87
north bend,20,US,1554520601,76,43.41,-124.22,285.37,4.1
santa luzia,40,BR,1554516000,78,-19.77,-43.85,297.15,2.6
port-cartier,75,CA,1554520541,57,50.03,-66.88,271.48,1
arlit,0,NE,1554520614,26,18.74,7.39,295.367,0.82
kieta,56,PG,1554520614,94,-6.22,155.63,301.667,2.42
nacala,64,MZ,1554520615,100,-14.56,40.69,300.017,2.57
semporna,75,MY,1554516000,66,4.48,118.61,304.15,1
lompoc,40,US,1554520591,93,34.64,-120.46,288.15,3.1
jogbani,8,NP,1554520616,58,26.4,87.26,299.867,2.77
araxa,20,BR,1554520617,93,-19.59,-46.94,291.017,1.37
coihaique,75,CL,1554516840,66,-45.58,-72.07,285.15,4.6
carnduff,44,CA,1554520578,88,49.17,-101.8,274.26,4.47
manzhouli,24,CN,1554520618,43,49.6,117.43,275.617,7.07
shanhetun,80,CN,1554520618,72,44.7,127.2,279.917,3.72
lufkin,90,US,1554520591,100,31.34,-94.73,292.15,2.6
kihei,75,US,1554520619,48,20.76,-156.45,302.15,3.1
laguna,5,MX,1554514920,28,27.52,-110.01,296.15,1.5
nanchang,8,CN,1554520620,79,28.68,115.89,295.567,3.57
kenai,75,US,1554520401,38,60.55,-151.26,280.15,6.7
binga,0,ZW,1554520621,91,-17.62,27.34,294.967,3.57
moyobamba,20,PE,1554520621,89,-6.03,-76.97,295.817,0.87
chota,92,EC,1554520622,100,0.47,-78.07,284.817,0.72
matara,0,PE,1554520349,76,-13.74,-72.9,274.317,0.67
pili,32,PH,1554520622,74,13.56,123.27,302.967,4.02
bilma,0,NE,1554520623,26,18.69,12.92,292.417,1.27
nuuk,68,GL,1554519000,40,64.17,-51.74,275.15,3.1
khonsa,0,IN,1554520623,76,26.99,95.51,295.667,0.97
cidreira,92,BR,1554520624,92,-30.17,-50.22,293.167,3.67
puerto escondido,40,MX,1554518700,69,15.86,-97.07,300.15,4.1
san buenaventura,68,MX,1554520505,46,27.06,-101.55,299.26,1.79
rocha,68,UY,1554520376,76,-34.48,-54.34,288.567,2.42
ouesso,0,CG,1554520626,87,1.61,16.05,298.017,1.77
evensk,0,RU,1554520626,77,61.92,159.24,275.667,1.32
kununurra,90,AU,1554517800,55,-15.77,128.74,305.15,2.6
mackay,75,CA,1554516000,75,53.65,-115.58,278.15,4.1
hervey bay,64,AU,1554520530,45,-25.3,152.85,302.59,6.7
setermoen,0,NO,1554520579,84,68.86,18.35,268.15,3.6
zhicheng,20,CN,1554520629,29,35.04,112.59,300.567,1.77
owando,0,CG,1554520629,95,-0.49,15.91,296.167,1.47
agropoli,64,IT,1554520566,55,40.35,15,285.93,2.52
celestun,8,MX,1554520630,87,20.87,-90.4,300.367,9.27
wao,32,PH,1554520630,59,7.64,124.73,302.517,1.17
boden,64,SE,1554519000,100,65.83,21.69,271.15,1.5
